# column 0 is pixels, column 1 is signal
3.700000000000000000e+02,5.535729166666662593e+01
3.710000000000000000e+02,5.669305555555553866e+01
3.720000000000000000e+02,5.807291666666681351e+01
3.730000000000000000e+02,6.006666666666680499e+01
3.740000000000000000e+02,6.134444444444451960e+01
3.750000000000000000e+02,6.255833333333342949e+01
3.760000000000000000e+02,6.315381944444452955e+01
3.770000000000000000e+02,6.465277777777792778e+01
3.780000000000000000e+02,6.648402777777775441e+01
3.790000000000000000e+02,6.834374999999998579e+01
3.800000000000000000e+02,6.957013888888884878e+01
3.810000000000000000e+02,7.243263888888888857e+01
3.820000000000000000e+02,7.540902777777777999e+01
3.830000000000000000e+02,7.949236111111100911e+01
3.840000000000000000e+02,8.351875000000008242e+01
3.850000000000000000e+02,9.017534722222225696e+01
3.860000000000000000e+02,9.528680555555557419e+01
3.870000000000000000e+02,1.029614583333333542e+02
3.880000000000000000e+02,1.075392361111110660e+02
3.890000000000000000e+02,1.108604166666666231e+02
3.900000000000000000e+02,1.114871527777777374e+02
3.910000000000000000e+02,1.153017361111110972e+02
3.920000000000000000e+02,1.159826388888889284e+02
3.930000000000000000e+02,1.170979166666665492e+02
3.940000000000000000e+02,1.168559027777776009e+02
3.950000000000000000e+02,1.164083333333333599e+02
3.960000000000000000e+02,1.162444444444444258e+02
3.970000000000000000e+02,1.174402777777778368e+02
3.980000000000000000e+02,1.195552083333333400e+02
3.990000000000000000e+02,1.223107638888888715e+02
4.000000000000000000e+02,1.225229166666665890e+02
4.010000000000000000e+02,1.222371527777776521e+02
4.020000000000000000e+02,1.208052083333332973e+02
4.030000000000000000e+02,1.203010416666668050e+02
4.040000000000000000e+02,1.189739583333332718e+02
4.050000000000000000e+02,1.176006944444443576e+02
4.060000000000000000e+02,1.161795138888888346e+02
4.070000000000000000e+02,1.129802083333333655e+02
4.080000000000000000e+02,1.110583333333333798e+02
4.090000000000000000e+02,1.078784722222223564e+02
4.100000000000000000e+02,1.056611111111110120e+02
4.110000000000000000e+02,1.025097222222221660e+02
4.120000000000000000e+02,9.961909722222223706e+01
4.130000000000000000e+02,9.644270833333330017e+01
4.140000000000000000e+02,9.479652777777768335e+01
4.150000000000000000e+02,9.238819444444456508e+01
4.160000000000000000e+02,9.177604166666657193e+01
4.170000000000000000e+02,8.976736111111105743e+01
4.180000000000000000e+02,8.902430555555555713e+01
4.190000000000000000e+02,8.733854166666674246e+01
4.200000000000000000e+02,8.636458333333328596e+01
4.210000000000000000e+02,8.507395833333335133e+01
4.220000000000000000e+02,8.455937500000003126e+01
4.230000000000000000e+02,8.305833333333337976e+01
4.240000000000000000e+02,8.250868055555561398e+01
4.250000000000000000e+02,8.139548611111126775e+01
4.260000000000000000e+02,8.207083333333333997e+01
4.270000000000000000e+02,8.083923611111102048e+01
4.280000000000000000e+02,8.102638888888878910e+01
4.290000000000000000e+02,7.991562499999990621e+01
4.300000000000000000e+02,7.907673611111098921e+01
4.310000000000000000e+02,7.807152777777773167e+01
4.320000000000000000e+02,7.803645833333320070e+01
4.330000000000000000e+02,7.680798611111094942e+01
4.340000000000000000e+02,7.634027777777770041e+01
4.350000000000000000e+02,7.547916666666667140e+01
4.360000000000000000e+02,7.603472222222227117e+01
4.370000000000000000e+02,7.551631944444444855e+01
4.380000000000000000e+02,7.583402777777769188e+01
4.390000000000000000e+02,7.456006944444430928e+01
4.400000000000000000e+02,7.383263888888896531e+01
4.410000000000000000e+02,7.294409722222218306e+01
4.420000000000000000e+02,7.268159722222235075e+01
4.430000000000000000e+02,7.226006944444458213e+01
4.440000000000000000e+02,7.331493055555570493e+01
4.450000000000000000e+02,7.287152777777789936e+01
4.460000000000000000e+02,7.288958333333332007e+01
4.470000000000000000e+02,7.187118055555554008e+01
4.480000000000000000e+02,7.075659722222222570e+01
4.490000000000000000e+02,7.009548611111107164e+01
4.500000000000000000e+02,7.011249999999999716e+01
4.510000000000000000e+02,6.937708333333328881e+01
4.520000000000000000e+02,7.027708333333333712e+01
4.530000000000000000e+02,6.918263888888895963e+01
4.540000000000000000e+02,6.982569444444456508e+01
4.550000000000000000e+02,6.925104166666679362e+01
4.560000000000000000e+02,6.899340277777788799e+01
4.570000000000000000e+02,6.862916666666674814e+01
4.580000000000000000e+02,6.903541666666669130e+01
4.590000000000000000e+02,6.748506944444447697e+01
4.600000000000000000e+02,6.822326388888895110e+01
4.610000000000000000e+02,6.649618055555562535e+01
4.620000000000000000e+02,6.713125000000005116e+01
4.630000000000000000e+02,6.632118055555562819e+01
4.640000000000000000e+02,6.636354166666673393e+01
4.650000000000000000e+02,6.464375000000003979e+01
4.660000000000000000e+02,6.379895833333350907e+01
4.670000000000000000e+02,6.310173611111126490e+01
4.680000000000000000e+02,6.289895833333341102e+01
4.690000000000000000e+02,6.226527777777777573e+01
4.700000000000000000e+02,6.282951388888896815e+01
4.710000000000000000e+02,6.182986111111120664e+01
4.720000000000000000e+02,6.211701388888879194e+01
4.730000000000000000e+02,6.106249999999991473e+01
4.740000000000000000e+02,6.105937500000003126e+01
4.750000000000000000e+02,5.993020833333333997e+01
4.760000000000000000e+02,6.033611111111112280e+01
4.770000000000000000e+02,5.925381944444439597e+01
4.780000000000000000e+02,5.940486111111123790e+01
4.790000000000000000e+02,5.792118055555563672e+01
4.800000000000000000e+02,5.720694444444446702e+01
4.810000000000000000e+02,5.625659722222217596e+01
4.820000000000000000e+02,5.591944444444445850e+01
4.830000000000000000e+02,5.441770833333334423e+01
4.840000000000000000e+02,5.522013888888888289e+01
4.850000000000000000e+02,5.383090277777783683e+01
4.860000000000000000e+02,5.442951388888891273e+01
4.870000000000000000e+02,5.268888888888890421e+01
4.880000000000000000e+02,5.275624999999997300e+01
4.890000000000000000e+02,5.133541666666669556e+01
4.900000000000000000e+02,5.148263888888899231e+01
4.910000000000000000e+02,4.946006944444450681e+01
4.920000000000000000e+02,4.971805555555563672e+01
4.930000000000000000e+02,4.744861111111114127e+01
4.940000000000000000e+02,4.638888888888885020e+01
4.950000000000000000e+02,4.457499999999998153e+01
4.960000000000000000e+02,4.313229166666664582e+01
4.970000000000000000e+02,4.229583333333331296e+01
4.980000000000000000e+02,4.138402777777778141e+01
4.990000000000000000e+02,3.987812499999998295e+01
5.000000000000000000e+02,3.940590277777780415e+01
5.010000000000000000e+02,3.728124999999997158e+01
5.020000000000000000e+02,3.744999999999993889e+01
5.030000000000000000e+02,3.487881944444445281e+01
5.040000000000000000e+02,3.545833333333332860e+01
5.050000000000000000e+02,3.358472222222223280e+01
5.060000000000000000e+02,3.433784722222220154e+01
5.070000000000000000e+02,3.212048611111110574e+01
5.080000000000000000e+02,3.167361111111105032e+01
5.090000000000000000e+02,2.994826388888886370e+01
5.100000000000000000e+02,2.945555555555554506e+01
5.110000000000000000e+02,2.808749999999997371e+01
5.120000000000000000e+02,2.756006944444443363e+01
5.130000000000000000e+02,2.659409722222221717e+01
5.140000000000000000e+02,2.504270833333333002e+01
5.150000000000000000e+02,2.420729166666666288e+01
5.160000000000000000e+02,2.412743055555555571e+01
5.170000000000000000e+02,2.263750000000000995e+01
5.180000000000000000e+02,2.381388888888885447e+01
5.190000000000000000e+02,2.294895833333331581e+01
5.200000000000000000e+02,2.369131944444447058e+01
5.210000000000000000e+02,2.241805555555555429e+01
5.220000000000000000e+02,2.199444444444443292e+01
5.230000000000000000e+02,2.158194444444444926e+01
5.240000000000000000e+02,2.169861111111110219e+01
5.250000000000000000e+02,2.119618055555556424e+01
5.260000000000000000e+02,2.150972222222224417e+01
5.270000000000000000e+02,2.084444444444446987e+01
5.280000000000000000e+02,2.212395833333332362e+01
5.290000000000000000e+02,2.059513888888888644e+01
5.300000000000000000e+02,2.172118055555553084e+01
5.310000000000000000e+02,2.156423611111109295e+01
5.320000000000000000e+02,2.205000000000001137e+01
5.330000000000000000e+02,2.217638888888891557e+01
5.340000000000000000e+02,2.227395833333338970e+01
5.350000000000000000e+02,2.036041666666669059e+01
5.360000000000000000e+02,2.149930555555554434e+01
5.370000000000000000e+02,2.102986111111112777e+01
5.380000000000000000e+02,2.180833333333333357e+01
5.390000000000000000e+02,2.151631944444446631e+01
5.400000000000000000e+02,2.173263888888891415e+01
5.410000000000000000e+02,2.089444444444448123e+01
5.420000000000000000e+02,2.116145833333336057e+01
5.430000000000000000e+02,2.067361111111113559e+01
5.440000000000000000e+02,2.096180555555556424e+01
5.450000000000000000e+02,2.083680555555558556e+01
5.460000000000000000e+02,2.049444444444441160e+01
5.470000000000000000e+02,1.974513888888888147e+01
5.480000000000000000e+02,2.006145833333330586e+01
5.490000000000000000e+02,1.959444444444442723e+01
5.500000000000000000e+02,2.138333333333333286e+01
5.510000000000000000e+02,2.058229166666665932e+01
5.520000000000000000e+02,2.227256944444443221e+01
5.530000000000000000e+02,2.155277777777779136e+01
5.540000000000000000e+02,2.162847222222224275e+01
5.550000000000000000e+02,2.159236111111113843e+01
5.560000000000000000e+02,2.088402777777779917e+01
5.570000000000000000e+02,2.041458333333332931e+01
5.580000000000000000e+02,2.109201388888887507e+01
5.590000000000000000e+02,2.074618055555558627e+01
5.600000000000000000e+02,2.198819444444445637e+01
5.610000000000000000e+02,2.085972222222221006e+01
